Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Open,High,Low,Close,Adj Close,Volume
1982-08-01,109.7,6.84,13.76,97.7,13.06,280.52,17.48,35.2,6.64,107.709999,120.260002,102.199997,119.510002,119.510002,1672770000
1982-09-01,122.4,6.85,13.56,97.9,12.34,312.36,17.48,34.6,7.4,119.519997,126.43,117.839996,120.419998,120.419998,1548040000
1982-10-01,132.7,6.86,13.25,98.2,10.91,337.61,17.44,33.72,8,120.400002,140.399994,120.150002,133.720001,133.720001,2068560000
1982-11-01,138.1,6.86,12.95,98,10.55,352.06,17.5,33.01,8.35,133.720001,144.360001,132.889999,138.529999,138.529999,1857040000
1982-12-01,139.4,6.87,12.64,97.6,10.54,356.83,17.59,32.36,8.47,138.559998,143.679993,134.789993,140.639999,140.639999,1682080000
1983-01-01,144.3,6.88,12.57,97.8,10.46,368.62,17.58,32.1,8.76,140.649994,148.360001,138.080002,145.300003,145.300003,1857600000
1983-02-01,146.8,6.9,12.49,97.9,10.72,374.63,17.6,31.88,8.91,145.289993,150.880005,141.899994,148.059998,148.059998,1615450000
1983-03-01,151.9,6.91,12.42,97.9,10.51,387.64,17.63,31.7,9.23,148.070007,155.020004,148.070007,152.960007,152.960007,1901920000
1983-04-01,157.7,6.92,12.48,98.6,10.4,399.58,17.53,31.61,9.53,152.919998,164.429993,150.169998,164.429993,164.429993,1786870000
1983-05-01,164.1,6.93,12.53,99.2,10.38,413.29,17.45,31.57,9.87,164.410004,166.990005,160.289993,162.389999,162.389999,1953130000
1983-06-01,166.4,6.94,12.59,99.5,10.85,417.82,17.43,31.61,10,162.380005,171.600006,160.800003,167.639999,167.639999,1973860000
1983-07-01,167,6.96,12.83,99.9,11.38,417.64,17.41,32.08,10.01,168.110001,170.720001,161.5,162.559998,162.559998,1590170000
1983-08-01,162.4,6.98,13.06,100.2,11.85,404.92,17.4,32.57,9.73,162.339996,165.910004,158.5,164.399994,164.399994,1706430000
1983-09-01,167.2,7,13.3,100.7,11.65,414.82,17.37,33,9.98,164.399994,170.410004,163.949997,166.070007,166.070007,1739810000
1983-10-01,167.7,7.03,13.54,101,11.54,414.83,17.39,33.5,10,165.990005,172.649994,162.860001,163.550003,163.550003,1794620000
1983-11-01,165.2,7.06,13.79,101.2,11.69,407.83,17.43,34.04,9.85,163.550003,168.070007,161.630005,166.399994,166.399994,1814610000
1983-12-01,164.4,7.09,14.03,101.3,11.83,405.46,17.49,34.6,9.82,166.369995,166.770004,161.580002,164.929993,164.929993,1848860000
1984-01-01,166.4,7.12,14.44,101.9,11.67,407.97,17.46,35.4,9.89,164.929993,169.539993,162.029999,163.410004,163.410004,2215660000
1984-02-01,157.3,7.15,14.85,102.4,11.84,383.78,17.44,36.23,9.32,163.410004,164,152.130005,157.059998,157.059998,1932810000
1984-03-01,157.4,7.18,15.26,102.6,12.32,383.28,17.48,37.16,9.33,157.059998,160.460007,153.770004,159.179993,159.179993,1854920000
1984-04-01,157.6,7.22,15.57,103.1,12.63,381.9,17.5,37.74,9.31,159.179993,160.690002,154.119995,160.050003,160.050003,1717530000
1984-05-01,156.6,7.27,15.89,103.4,13.41,378.38,17.56,38.39,9.23,160.050003,162.110001,148.679993,150.550003,150.550003,1939550000
1984-06-01,153.1,7.31,16.2,103.7,13.56,368.85,17.61,39.03,9.01,150.550003,155.639999,148.529999,153.179993,153.179993,1812870000
1984-07-01,151.1,7.33,16.32,104.1,13.36,362.63,17.6,39.17,8.87,153.160004,153.869995,147.259995,150.660004,150.660004,1662200000
1984-08-01,164.4,7.36,16.44,104.5,12.72,393.04,17.59,39.3,9.62,150.660004,168.800003,150.660004,166.679993,166.679993,2526920000
1984-09-01,166.1,7.38,16.56,105,12.52,395.22,17.56,39.4,9.69,166.679993,169.649994,163.059998,166.100006,166.100006,1768660000
1984-10-01,164.8,7.43,16.59,105.3,12.16,391.01,17.63,39.35,9.6,166.100006,169.619995,160.020004,166.089996,166.089996,2110230000
1984-11-01,166.3,7.48,16.61,105.3,11.57,394.56,17.75,39.42,9.69,166.089996,170.410004,162.990005,163.580002,163.580002,1757280000
1984-12-01,164.5,7.53,16.64,105.3,11.5,390.29,17.87,39.48,9.6,163.580002,169.029999,161.539993,167.240005,167.240005,1781000000
1985-01-01,171.6,7.57,16.56,105.5,11.38,406.37,17.93,39.21,10,167.199997,180.270004,163.360001,179.630005,179.630005,2673710000
1985-02-01,180.9,7.62,16.47,106,11.51,426.37,17.95,38.83,10.49,179.630005,183.949997,177.75,181.179993,181.179993,2194620000
1985-03-01,179.4,7.66,16.39,106.4,11.86,421.25,17.99,38.48,10.37,181.179993,183.889999,176.529999,180.660004,180.660004,2153090000
1985-04-01,180.6,7.69,16.13,106.9,11.43,422.08,17.96,37.7,10.4,180.660004,183.610001,177.860001,179.830002,179.830002,1981880000
1985-05-01,184.9,7.71,15.87,107.3,10.85,430.52,17.96,36.95,10.61,179.830002,189.979996,178.350006,189.550003,189.550003,2350340000
1985-06-01,188.9,7.74,15.61,107.6,10.16,438.61,17.97,36.24,10.81,189.550003,191.850006,185.029999,191.850006,191.850006,2117000000
1985-07-01,192.5,7.77,15.48,107.8,10.31,446.13,18.02,35.88,11,191.850006,196.070007,189.300003,190.919998,190.919998,2463070000
1985-08-01,188.3,7.81,15.36,108,10.33,435.59,18.06,35.52,10.74,190.919998,192.169998,186.100006,188.630005,188.630005,1923200000
1985-09-01,184.1,7.84,15.23,108.3,10.37,424.7,18.09,35.13,10.47,188.630005,188.800003,179.449997,182.080002,182.080002,1860160000
1985-10-01,186.2,7.86,15.02,108.7,10.24,427.96,18.07,34.53,10.55,182.059998,190.149994,181.160004,189.820007,189.820007,2543240000
1985-11-01,197.5,7.88,14.82,109,9.78,452.68,18.06,33.96,11.16,189.820007,203.399994,189.369995,202.169998,202.169998,2445370000
1985-12-01,207.3,7.9,14.61,109.3,9.26,473.84,18.06,33.4,11.69,202.169998,213.080002,200.100006,211.279999,211.279999,2804380000
1986-01-01,208.2,7.94,14.58,109.6,9.19,474.6,18.1,33.24,11.72,211.279999,214.570007,202.600006,211.779999,211.779999,2879010000
1986-02-01,219.4,7.98,14.55,109.3,8.7,501.5,18.24,33.26,12.39,211.779999,227.919998,210.820007,226.919998,226.919998,2899100000
1986-03-01,232.3,8.02,14.52,108.8,7.78,533.43,18.42,33.34,13.19,226.919998,240.110001,222.179993,238.899994,238.899994,3214600000
1986-04-01,238,8.05,14.58,108.6,7.3,547.52,18.51,33.55,13.55,238.899994,245.470001,226.300003,235.520004,235.520004,3240400000
1986-05-01,238.5,8.07,14.65,108.9,7.71,547.16,18.52,33.6,13.56,235.520004,249.190002,232.259995,247.350006,247.350006,2680240000
1986-06-01,245.3,8.1,14.71,109.5,7.8,559.68,18.48,33.56,13.89,246.039993,251.809998,238.229996,250.839996,250.839996,2649600000
1986-07-01,240.2,8.14,14.76,109.5,7.3,548.04,18.58,33.67,13.62,250.669998,253.199997,233.070007,236.119995,236.119995,3029900000
1986-08-01,245,8.19,14.8,109.7,7.17,557.97,18.64,33.71,13.89,236.119995,254.240005,231.919998,252.929993,252.929993,2701900000
1986-09-01,238.3,8.23,14.85,110.2,7.45,540.25,18.66,33.67,13.47,252.929993,254.130005,228.080002,231.320007,231.320007,3166300000
1986-10-01,237.4,8.25,14.73,110.3,7.43,537.72,18.68,33.36,13.43,231.320007,244.509995,231.320007,243.979996,243.979996,3016740000
1986-11-01,245.1,8.26,14.6,110.4,7.25,554.66,18.7,33.05,13.87,243.970001,249.220001,235.509995,249.220001,249.220001,2940830000
1986-12-01,248.6,8.28,14.48,110.5,7.11,562.07,18.72,32.74,14.09,249.220001,254.869995,241.279999,242.169998,242.169998,3260870000
1987-01-01,264.5,8.3,14.69,111.2,7.08,594.26,18.65,33,14.92,242.169998,280.959991,242.169998,274.079987,274.079987,4040880000
1987-02-01,280.9,8.32,14.89,111.6,7.25,628.84,18.63,33.34,15.82,274.079987,287.549988,273.160004,284.200012,284.200012,3485300000
1987-03-01,292.5,8.34,15.1,112.1,7.25,651.89,18.59,33.65,16.43,284.170013,302.720001,282.299988,291.700012,291.700012,3965100000
1987-04-01,289.3,8.4,14.87,112.7,8.02,641.33,18.62,32.97,16.2,291.589996,303.649994,275.670013,288.359985,288.359985,3931700000
1987-05-01,289.1,8.46,14.65,113.1,8.61,638.62,18.69,32.35,16.16,286.98999,298.690002,277.01001,290.100006,290.100006,3417700000
1987-06-01,301.4,8.52,14.42,113.5,8.4,663.44,18.75,31.74,16.83,290.119995,310.269989,286.929993,304,304,3595000000
1987-07-01,310.1,8.57,14.9,113.8,8.45,680.79,18.81,32.71,17.31,303.98999,318.850006,302.529999,318.660004,318.660004,3966400000
1987-08-01,329.4,8.61,15.38,114.4,8.76,719.37,18.81,33.59,18.33,318.619995,337.890015,314.51001,329.799988,329.799988,4062400000
1987-09-01,318.7,8.66,15.86,115,9.42,692.37,18.81,34.46,17.68,329.809998,332.179993,308.559998,321.829987,321.829987,3723200000
1987-10-01,280.2,8.71,16.41,115.3,9.52,607.15,18.87,35.55,15.53,321.829987,328.940002,216.460007,251.789993,251.789993,6094500000
1987-11-01,245,8.76,16.95,115.4,8.86,530.41,18.96,36.7,13.59,251.729996,257.209991,225.75,230.300003,230.300003,3589530000
1987-12-01,241,8.81,17.5,115.4,8.99,521.75,19.07,37.89,13.39,230.320007,253.350006,221.240005,247.080002,247.080002,3926750000
1988-01-01,250.5,8.86,17.86,115.7,8.67,540.91,19.12,38.57,13.9,247.100006,261.779999,240.169998,257.070007,257.070007,3494700000
1988-02-01,258.1,8.9,18.23,116,8.21,555.88,19.18,39.26,14.3,257.049988,267.820007,247.820007,267.820007,267.820007,3693240000
1988-03-01,265.7,8.95,18.59,116.5,8.37,569.8,19.19,39.87,14.67,267.820007,272.640015,256.070007,258.890015,258.890015,4052970000
1988-04-01,262.6,9.04,19.62,117.1,8.72,560.26,19.29,41.85,14.43,258.890015,272.049988,254.710007,261.329987,261.329987,3260760000
1988-05-01,256.1,9.14,20.64,117.5,9.09,544.54,19.43,43.89,14.03,261.359985,263.700012,248.850006,262.160004,262.160004,3231370000
1988-06-01,270.7,9.23,21.67,118,8.92,573.14,19.54,45.88,14.77,262.160004,276.880005,262.100006,273.5,273.5,4306710000
1988-07-01,269.1,9.31,22.02,118.5,9.06,567.35,19.62,46.43,14.61,273.5,276.359985,262.480011,272.019989,272.019989,3338470000
1988-08-01,263.7,9.38,22.38,119,9.26,553.63,19.7,46.98,14.24,272.029999,274.200012,256.529999,261.519989,261.519989,3327470000
1988-09-01,268,9.46,22.73,119.8,8.98,558.9,19.73,47.4,14.37,261.519989,274.869995,256.980011,271.910004,271.910004,3059450000
1988-10-01,277.4,9.55,23.07,120.2,8.8,576.58,19.85,47.96,14.81,271.890015,283.950012,268.839996,278.970001,278.970001,3415160000
1988-11-01,271,9.64,23.42,120.3,8.96,562.8,20.02,48.63,14.45,278.970001,280.369995,262.850006,273.700012,273.700012,2822820000
1988-12-01,276.5,9.75,23.75,120.5,9.11,573.27,20.21,49.24,14.7,273.679993,280.450012,270.470001,277.720001,277.720001,2844900000
1989-01-01,285.4,9.81,24.16,121.1,9.09,588.79,20.25,49.84,15.09,277.720001,297.51001,273.809998,297.470001,297.470001,3532220000
1989-02-01,294,9.9,24.56,121.6,9.17,604.04,20.33,50.46,15.47,297.470001,300.570007,286.26001,288.859985,288.859985,3216280000
1989-03-01,292.7,10.01,24.96,122.3,9.36,597.93,20.45,50.99,15.3,288.859985,299.98999,286.459991,294.869995,294.869995,3504530000
1989-04-01,302.3,10.09,25.05,123.1,9.18,613.53,20.47,50.83,15.69,294.869995,310.450012,294.350006,309.640015,309.640015,3237250000
1989-05-01,313.9,10.19,25.13,123.8,8.86,633.47,20.57,50.72,16.19,309.640015,323.059998,304.059998,320.519989,320.519989,3747320000
1989-06-01,323.7,10.37,25.22,124.1,8.28,651.67,20.88,50.77,16.64,320.51001,329.190002,314.380005,317.980011,317.980011,3966590000
1989-07-01,331.9,10.42,24.71,124.4,8.02,666.56,20.93,49.63,17.01,317.980011,346.079987,317.26001,346.079987,346.079987,3249030000
1989-08-01,346.6,10.55,24.2,124.6,8.11,694.97,21.15,48.52,17.73,346.079987,352.730011,339,351.450012,351.450012,3949100000
1989-09-01,347.3,10.73,23.69,125,8.19,694.14,21.45,47.35,17.71,351.450012,354.130005,341.369995,349.149994,349.149994,3035020000
1989-10-01,347.4,10.8,23.43,125.6,8.01,691.03,21.48,46.6,17.64,349.149994,360.440002,327.119995,340.359985,340.359985,4012670000
1989-11-01,340.2,10.92,23.16,125.9,7.87,675.09,21.68,45.97,17.24,340.359985,346.5,330.910004,345.98999,345.98999,3032160000
1989-12-01,348.6,11.06,22.87,126.1,7.84,690.66,21.91,45.31,17.65,346.01001,354.100006,339.630005,353.399994,353.399994,3213420000
1990-01-01,339.97,11.14,22.49,127.4,8.21,666.69,21.85,44.1,17.05,353.399994,360.589996,319.829987,329.079987,329.079987,3793250000
1990-02-01,330.45,11.23,22.08,128,8.47,644.99,21.92,43.1,16.51,329.079987,336.089996,322.100006,331.890015,331.890015,2961970000
1990-03-01,338.46,11.32,21.67,128.7,8.59,657.03,21.97,42.07,16.83,331.890015,344.48999,331.079987,339.940002,339.940002,3283280000
1990-04-01,338.18,11.44,21.53,128.9,8.79,655.46,22.17,41.74,16.81,339.940002,347.299988,327.76001,330.799988,330.799988,2801220000
1990-05-01,350.25,11.55,21.4,129.2,8.76,677.28,22.34,41.38,17.39,330.799988,362.26001,330.799988,361.230011,361.230011,3596680000
1990-06-01,360.39,11.66,21.26,129.9,8.48,693.13,22.43,40.89,17.82,361.26001,368.779999,351.230011,358.019989,358.019989,3226280000
1990-07-01,360.03,11.73,21.42,130.4,8.47,689.79,22.47,41.04,17.75,358.019989,369.779999,350.089996,356.149994,356.149994,3373540000
1990-08-01,330.75,11.78,21.58,131.6,8.75,627.91,22.37,40.97,16.17,356.149994,357.350006,306.179993,322.559998,322.559998,4020730000
1990-09-01,315.41,11.83,21.74,132.7,8.89,593.83,22.27,40.93,15.3,322.559998,326.529999,295.980011,306.049988,306.049988,2687280000
1990-10-01,307.12,11.93,21.61,133.5,8.72,574.75,22.32,40.44,14.82,306.100006,319.690002,294.51001,304,304,3671900000
1990-11-01,315.29,12.01,21.47,133.8,8.39,588.72,22.43,40.1,15.19,303.98999,323.019989,301.609985,322.220001,322.220001,3149770000
1990-12-01,328.75,12.09,21.34,133.8,8.08,613.85,22.57,39.85,15.85,322.230011,333.980011,321.970001,330.220001,330.220001,3116830000
1991-01-01,325.49,12.11,21.18,134.6,8.09,604.15,22.47,39.32,15.61,330.200012,343.929993,309.350006,343.929993,343.929993,3660240000
1991-02-01,362.26,12.11,21.03,134.8,7.85,671.41,22.45,38.97,17.35,343.910004,370.959991,340.369995,367.070007,367.070007,4303170000
1991-03-01,372.28,12.11,20.94,135,8.11,688.95,22.41,38.75,17.82,367.070007,379.660004,363.730011,375.220001,375.220001,3927920000
1991-04-01,379.68,12.13,20.36,135.2,8.04,701.61,22.41,37.63,18.16,375.220001,391.26001,370.269989,375.339996,375.339996,4017200000
1991-05-01,377.99,12.14,19.86,135.6,8.07,696.43,22.37,36.58,18.04,375.350006,389.850006,365.829987,389.829987,389.829987,3739700000
1991-06-01,378.29,12.15,19.41,136,8.28,694.93,22.32,35.66,18.02,389.809998,389.809998,367.980011,371.160004,371.160004,3258730000
1991-07-01,380.23,12.19,18.84,136.2,8.27,697.47,22.37,34.56,18.1,371.179993,387.809998,370.920013,387.809998,387.809998,3481570000
1991-08-01,389.4,12.24,18.33,136.6,7.9,712.2,22.38,33.52,18.51,387.809998,396.820007,374.089996,395.429993,395.429993,3713820000
1991-09-01,387.2,12.28,17.82,137.2,7.65,705.08,22.36,32.45,18.36,395.429993,397.619995,382.769989,387.859985,387.859985,3260990000
1991-10-01,386.88,12.25,17.2,137.4,7.53,703.47,22.28,31.28,18.35,387.859985,393.809998,376.109985,392.450012,392.450012,4082380000
1991-11-01,385.92,12.23,16.59,137.8,7.42,699.68,22.17,30.07,18.29,392.459991,398.220001,371.630005,375.220001,375.220001,3737620000
1991-12-01,388.51,12.2,15.97,137.9,7.09,703.87,22.1,28.93,18.44,375.109985,418.320007,371.359985,417.089996,417.089996,4155310000
1992-01-01,416.08,12.24,16.05,138.1,7.03,752.73,22.14,29.03,19.77,417.029999,421.179993,408.640015,408.779999,408.779999,5286280000
1992-02-01,412.56,12.28,16.12,138.6,7.34,743.67,22.14,29.06,19.58,408.790009,418.079987,406.339996,412.700012,412.700012,4267610000
1992-03-01,407.36,12.32,16.19,139.3,7.54,730.6,22.1,29.04,19.28,412.679993,413.779999,401.940002,403.690002,403.690002,4066240000
1992-04-01,407.41,12.32,16.48,139.5,7.48,729.65,22.06,29.52,19.3,403.670013,416.279999,392.410004,414.950012,414.950012,4315840000
1992-05-01,414.81,12.32,16.77,139.7,7.39,741.83,22.03,29.99,19.66,414.950012,418.75,409.850006,415.350006,415.350006,3643980000
1992-06-01,408.27,12.32,17.05,140.2,7.26,727.53,21.95,30.38,19.32,415.350006,417.299988,399.920013,408.140015,408.140015,4259830000
1992-07-01,415.05,12.34,17.38,140.5,6.84,738.04,21.95,30.9,19.62,408.200012,424.799988,407.200012,424.209991,424.209991,4265220000
1992-08-01,417.93,12.37,17.71,140.9,6.59,741.05,21.93,31.4,19.72,424.190002,425.140015,408.299988,414.029999,414.029999,3653820000
1992-09-01,418.48,12.4,18.04,141.3,6.42,739.92,21.92,31.9,19.71,414.029999,425.269989,412.709991,417.799988,417.799988,4023850000
1992-10-01,412.5,12.39,18.39,141.8,6.59,726.78,21.82,32.4,19.37,417.799988,421.160004,396.799988,418.679993,418.679993,4507010000
1992-11-01,422.84,12.38,18.74,142,6.87,743.95,21.79,32.97,19.83,418.660004,431.929993,415.579987,431.350006,431.350006,4148770000
1992-12-01,435.64,12.39,19.09,141.9,6.77,767.01,21.81,33.61,20.45,431.350006,442.649994,428.609985,435.709991,435.709991,4876150000
1993-01-01,435.23,12.41,19.34,142.6,6.6,762.52,21.75,33.88,20.32,435.700012,442.660004,426.880005,438.779999,438.779999,5280850000
1993-02-01,441.7,12.45,19.59,143.1,6.26,771.16,21.73,34.2,20.55,438.779999,450.040009,428.25,443.380005,443.380005,5442450000
1993-03-01,450.16,12.48,19.84,143.6,5.98,783.19,21.71,34.52,20.86,443.380005,456.76001,441.070007,451.670013,451.670013,5766950000
1993-04-01,443.08,12.49,19.67,144,5.97,768.73,21.68,34.13,20.46,451.670013,452.630005,432.299988,440.190002,440.190002,5853170000
1993-05-01,445.25,12.51,19.5,144.2,6.04,771.42,21.67,33.78,20.52,440.190002,454.549988,436.859985,450.190002,450.190002,5108640000
1993-06-01,448.06,12.52,19.33,144.4,5.96,775.22,21.66,33.44,20.61,450.230011,455.630005,442.5,450.529999,450.529999,5544400000
1993-07-01,447.29,12.52,19.69,144.4,5.81,773.88,21.66,34.07,20.56,450.540009,451.149994,441.399994,448.130005,448.130005,5308530000
1993-08-01,454.13,12.52,20.05,144.8,5.68,783.55,21.6,34.59,20.81,448.130005,463.559998,446.940002,463.559998,463.559998,5506200000
1993-09-01,459.24,12.52,20.41,145.1,5.36,790.73,21.56,35.14,20.99,463.549988,463.799988,449.640015,458.929993,458.929993,5552720000
1993-10-01,463.9,12.54,20.9,145.7,5.33,795.46,21.5,35.84,21.11,458.929993,471.100006,456.399994,467.829987,467.829987,5940460000
1993-11-01,462.89,12.56,21.39,145.8,5.72,793.18,21.52,36.65,21.04,467.829987,469.109985,454.359985,461.790009,461.790009,5876610000
1993-12-01,465.95,12.58,21.89,145.8,5.77,798.43,21.56,37.51,21.16,461.929993,471.290009,461.450012,466.450012,466.450012,5791210000
1994-01-01,472.99,12.62,22.16,146.2,5.75,808.27,21.57,37.86,21.41,466.51001,482.850006,464.359985,481.609985,481.609985,6627390000
1994-02-01,471.58,12.67,22.43,146.7,5.97,803.12,21.57,38.2,21.26,481.600006,482.230011,464.26001,467.140015,467.140015,5853100000
1994-03-01,463.81,12.71,22.71,147.2,6.48,787.2,21.57,38.54,20.83,467.190002,471.089996,436.160004,445.769989,445.769989,7225010000
1994-04-01,447.23,12.75,23.54,147.4,6.97,758.03,21.62,39.9,20.06,445.660004,452.790009,435.859985,450.910004,450.910004,5735010000
1994-05-01,450.9,12.8,24.37,147.5,7.18,763.73,21.68,41.28,20.2,450.910004,457.769989,440.779999,456.5,456.5,5675970000
1994-06-01,454.83,12.84,25.2,148,7.1,767.79,21.67,42.54,20.29,456.5,463.230011,439.829987,444.269989,444.269989,5852670000
1994-07-01,451.4,12.87,25.91,148.4,7.3,759.94,21.67,43.62,20.07,444.269989,459.329987,443.579987,458.26001,458.26001,4980100000
1994-08-01,464.24,12.9,26.62,149,7.24,778.41,21.63,44.64,20.54,458.279999,477.589996,456.079987,475.48999,475.48999,6398750000
1994-09-01,466.96,12.92,27.33,149.4,7.46,780.88,21.61,45.7,20.58,475.48999,475.48999,458.470001,462.709991,462.709991,6152870000
1994-10-01,463.81,13.01,28.42,149.5,7.74,775.09,21.75,47.49,20.4,462.690002,474.73999,449.269989,472.350006,472.350006,6344700000
1994-11-01,461.01,13.1,29.51,149.7,7.96,769.38,21.86,49.25,20.21,472.26001,472.26001,444.179993,453.690002,453.690002,6251240000
1994-12-01,455.19,13.17,30.6,149.7,7.81,759.67,21.98,51.07,19.91,453.549988,462.730011,442.880005,459.269989,459.269989,6351530000
1995-01-01,465.25,13.18,31.25,150.3,7.78,773.36,21.91,51.95,20.22,459.209991,471.359985,457.200012,470.420013,470.420013,6852060000
1995-02-01,481.92,13.18,31.9,150.9,7.47,797.88,21.82,52.81,20.8,470.420013,489.190002,469.290009,487.390015,487.390015,6330100000
1995-03-01,493.15,13.17,32.55,151.4,7.2,813.78,21.73,53.71,21.15,487.390015,508.149994,479.700012,500.709991,500.709991,7792400000
1995-04-01,507.91,13.24,33.18,151.9,7.06,835.38,21.78,54.57,21.64,500.700012,515.289978,500.200012,514.710022,514.710022,6307030000
1995-05-01,523.81,13.31,33.8,152.2,6.63,859.83,21.84,55.49,22.2,514.76001,533.409973,513.030029,533.400024,533.400024,7555690000
1995-06-01,539.35,13.36,34.43,152.5,6.17,883.6,21.89,56.41,22.72,533.400024,551.070007,526,544.75,544.75,7555650000
1995-07-01,557.37,13.44,34.68,152.5,6.28,913.12,22.02,56.82,23.38,544.75,565.400024,542.51001,562.059998,562.059998,7307960000
1995-08-01,559.11,13.51,34.93,152.9,6.49,913.57,22.08,57.07,23.28,562.059998,565.619995,553.039978,561.880005,561.880005,7146620000
1995-09-01,578.77,13.58,35.18,153.2,6.2,943.85,22.15,57.37,23.95,561.880005,587.609985,561.01001,584.409973,584.409973,7052830000
1995-10-01,582.92,13.65,34.77,153.7,6.04,947.52,22.19,56.52,23.93,584.409973,590.659973,571.549988,581.5,581.5,8043320000
1995-11-01,595.53,13.72,34.37,153.6,5.93,968.65,22.32,55.9,24.35,581.5,608.690002,581.039978,605.369995,605.369995,7602150000
1995-12-01,614.57,13.79,33.96,153.5,5.71,1000.27,22.44,55.27,25.03,605.369995,622.880005,605.049988,615.929993,615.929993,7697540000
1996-01-01,614.42,13.89,33.99,154.4,5.65,994.2,22.48,54.99,24.76,615.929993,636.179993,597.289978,636.02002,636.02002,9188050000
1996-02-01,649.54,14,34.01,154.9,5.81,1047.63,22.58,54.86,25.98,636.02002,664.22998,633.710022,640.429993,640.429993,8749960000
1996-03-01,647.07,14.1,34.04,155.7,6.27,1038.29,22.62,54.62,25.63,640.429993,656.969971,627.630005,645.5,645.5,8984200000
1996-04-01,647.17,14.16,34.33,156.3,6.51,1034.46,22.63,54.87,25.42,645.5,656.679993,624.140015,654.169983,654.169983,8875580000
1996-05-01,661.23,14.21,34.62,156.6,6.74,1054.91,22.68,55.23,25.81,654.169983,681.099976,630.070007,669.119995,669.119995,8921140000
1996-06-01,668.5,14.27,34.91,156.7,6.91,1065.83,22.75,55.66,25.97,669.119995,680.320007,658.75,670.630005,670.630005,7930840000
1996-07-01,644.07,14.4,35.27,157,6.87,1024.91,22.91,56.13,24.86,670.630005,675.880005,605.880005,639.950012,639.950012,8849860000
1996-08-01,662.68,14.53,35.64,157.3,6.64,1052.52,23.08,56.6,25.41,639.950012,670.679993,639.48999,651.98999,651.98999,7380320000
1996-09-01,674.88,14.66,36,157.8,6.83,1068.5,23.21,57,25.68,651.98999,690.880005,643.969971,687.330017,687.330017,8064070000
1996-10-01,701.46,14.74,36.91,158.3,6.53,1107.07,23.26,58.25,26.48,687.309998,714.099976,684.440002,705.27002,705.27002,9703670000
1996-11-01,735.67,14.82,37.82,158.6,6.2,1158.87,23.35,59.58,27.59,705.27002,762.119995,701.299988,757.02002,757.02002,8763850000
1996-12-01,743.25,14.9,38.73,158.6,6.3,1170.81,23.47,61.01,27.72,757.02002,761.75,716.690002,740.73999,740.73999,9089170000
1997-01-01,766.22,14.95,39.23,159.1,6.58,1203.2,23.48,61.61,28.33,740.73999,794.669983,729.549988,786.159973,786.159973,11635830000
1997-02-01,798.39,15.01,39.74,159.6,6.42,1249.79,23.49,62.2,29.27,786.159973,817.679993,773.429993,790.820007,790.820007,9715930000
1997-03-01,792.16,15.06,40.24,160,6.69,1236.94,23.52,62.83,28.8,790.820007,814.900024,756.130005,757.119995,757.119995,10120760000
1997-04-01,763.93,15.09,40.34,160.2,6.89,1191.37,23.54,62.92,27.59,757.119995,804.130005,733.539978,801.340027,801.340027,10454880000
1997-05-01,833.09,15.13,40.45,160.1,6.71,1300.03,23.61,63.12,29.93,801.340027,851.869995,793.210022,848.280029,848.280029,10106650000
1997-06-01,876.29,15.16,40.55,160.3,6.49,1365.74,23.63,63.2,31.26,848.280029,902.090027,838.820007,885.140015,885.140015,10857950000
1997-07-01,925.29,15.22,40.58,160.5,6.22,1440.31,23.69,63.17,32.77,885.140015,957.72998,884.539978,954.309998,954.309998,11958120000
1997-08-01,927.24,15.27,40.61,160.8,6.3,1440.66,23.73,63.1,32.59,954.289978,964.169983,893.340027,899.469971,899.469971,10606100000
1997-09-01,937.02,15.33,40.64,161.2,6.21,1452.24,23.76,62.99,32.67,899.469971,960.590027,899.469971,947.280029,947.280029,11383000000
1997-10-01,951.16,15.39,40.33,161.6,6.03,1470.5,23.79,62.36,32.9,947.280029,983.119995,855.27002,914.619995,914.619995,14017260000
1997-11-01,938.92,15.44,40.03,161.5,5.88,1452.48,23.89,61.92,32.34,914.619995,964.549988,900.609985,955.400024,955.400024,10173620000
1997-12-01,962.37,15.5,39.72,161.3,5.81,1490.6,24.01,61.52,33.03,955.400024,986.25,924.919983,970.429993,970.429993,11958880000
1998-01-01,963.36,15.55,39.66,161.6,5.54,1489.37,24.04,61.31,32.86,970.429993,992.650024,912.830017,980.280029,980.280029,12733830000
1998-02-01,1023.74,15.6,39.6,161.9,5.57,1579.78,24.07,61.11,34.71,980.280029,1051.660034,980.280029,1049.339966,1049.339966,11656550000
1998-03-01,1076.83,15.64,39.54,162.2,5.65,1658.63,24.09,60.9,36.3,1049.339966,1113.069946,1030.869995,1101.75,1101.75,13719590000
1998-04-01,1112.2,15.75,39.35,162.5,5.64,1709.95,24.21,60.5,37.28,1101.75,1132.97998,1076.699951,1111.75,1111.75,13656060000
1998-05-01,1108.42,15.85,39.16,162.8,5.65,1701,24.32,60.1,36.96,1111.75,1130.52002,1074.390015,1090.819946,1090.819946,11477140000
1998-06-01,1108.39,15.95,38.97,163,5.5,1698.87,24.45,59.73,36.8,1090.819946,1145.150024,1074.670044,1133.839966,1133.839966,13551970000
